Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Loyal Customer,Business Travel,satisfied
47,2,281,2,3,3,3,2,4,4,2,2,2,2,3,2,3,25,36,0,1,1,0
45,3,2133,4,4,4,4,3,4,4,5,5,4,5,4,5,5,0,8,1,1,1,1
26,3,829,4,4,4,5,5,4,5,5,5,2,5,3,5,5,0,0,1,0,1,0
58,3,1773,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,0,1,1,1,1
24,1,761,1,4,0,2,2,0,5,2,4,2,4,5,5,2,0,0,0,1,0,0
12,1,675,3,4,3,3,4,3,3,4,5,2,5,4,4,4,0,0,1,1,0,0
36,3,2695,1,1,1,1,4,2,5,5,5,5,5,1,5,3,0,0,0,1,1,1
54,3,190,4,4,4,4,2,4,2,2,3,4,5,3,4,2,3,4,0,0,1,1
48,3,2716,1,4,4,4,2,4,4,1,1,1,1,4,1,1,28,27,0,1,1,0
43,3,1916,5,3,5,5,3,4,4,4,4,4,4,4,4,3,5,0,0,1,1,1
43,3,1903,3,3,3,3,2,5,4,3,3,3,3,5,3,5,0,21,1,1,1,1
31,2,1616,2,1,1,1,2,2,2,2,4,5,2,1,3,2,3,20,1,1,1,0
67,1,689,1,5,2,2,5,4,5,3,3,2,3,3,3,3,0,0,0,1,0,0
42,1,611,4,4,4,4,3,3,4,4,4,4,4,3,4,4,83,71,0,1,1,0
53,3,3294,4,4,4,4,4,2,2,4,4,4,4,2,4,2,0,0,0,1,1,0
54,1,2139,5,4,5,2,3,4,4,2,2,5,4,4,2,5,3,0,0,1,0,1
54,1,1535,2,2,2,3,5,2,5,5,4,1,2,3,2,5,0,0,1,1,0,0
67,1,422,3,3,3,3,5,3,5,5,4,2,3,3,4,5,0,0,1,1,0,0
32,3,3627,4,4,4,4,3,3,3,3,4,2,4,4,4,3,32,25,0,1,1,1
50,3,3929,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,0,1,1,1,1
43,3,1832,2,1,4,4,3,3,3,2,2,2,2,3,2,3,0,1,1,1,1,0
32,3,2866,4,4,4,4,4,4,5,4,3,2,5,4,5,4,16,14,0,1,1,1
27,1,351,1,0,1,4,2,1,5,2,1,1,3,1,4,2,0,0,0,0,1,0
27,1,1481,2,1,1,1,2,2,2,2,3,4,1,3,2,2,29,19,1,1,1,0
59,1,581,3,5,3,2,1,3,5,1,4,2,4,4,5,1,0,2,1,1,0,0
18,1,920,5,5,4,3,4,4,4,4,4,5,4,4,4,4,0,0,1,1,0,1
22,1,1249,2,2,2,3,4,2,4,4,3,3,3,3,4,4,0,15,0,0,1,0
39,3,1500,2,4,4,4,5,3,4,2,2,2,2,1,2,4,44,26,1,1,1,0
52,1,848,4,2,2,2,4,2,5,4,4,4,4,5,4,5,0,0,0,1,1,1
38,3,2531,3,3,3,3,4,3,3,3,3,3,3,2,3,1,0,0,1,1,1,0
29,3,589,3,3,5,3,4,4,4,4,3,4,2,2,3,4,0,0,0,1,1,1
27,3,1072,1,5,2,2,1,1,1,1,2,3,4,4,3,1,29,13,1,1,1,0
28,3,1024,5,5,5,5,3,3,3,3,5,5,5,3,4,3,22,26,1,1,1,1
66,1,643,2,5,2,4,4,5,5,3,3,2,3,3,3,3,0,0,0,1,0,0
38,1,140,0,2,0,2,2,0,3,2,1,1,1,2,3,2,6,0,0,1,0,1
31,1,1299,3,5,3,3,1,3,1,1,4,2,4,3,4,1,3,0,0,1,0,0
40,2,337,3,5,3,3,1,3,2,1,3,5,4,3,5,1,0,0,1,1,0,0
40,3,214,1,0,0,4,5,0,2,5,3,4,4,3,4,5,11,6,0,0,1,0
47,1,738,2,3,2,3,3,2,3,3,3,5,3,3,3,3,0,0,1,1,0,0
40,1,209,1,4,1,5,2,1,2,2,2,4,5,2,5,2,0,3,0,1,0,0
42,3,2615,5,5,5,5,5,5,5,4,4,5,4,4,4,4,0,0,0,1,1,1
49,2,305,4,5,5,2,1,4,1,1,4,4,2,1,5,1,0,0,0,0,1,0
59,1,948,3,2,3,3,4,3,4,4,4,4,1,1,3,4,25,15,1,1,0,0
24,1,733,1,3,1,4,5,1,5,5,4,5,4,1,3,5,0,0,1,1,0,0
33,3,3579,2,2,2,2,5,5,5,5,3,2,4,3,4,5,0,0,1,1,1,1
27,1,89,5,1,2,1,5,5,5,5,1,2,4,1,4,5,0,0,0,1,1,1
36,3,289,4,4,4,3,5,4,5,5,4,5,5,5,5,5,0,0,0,0,1,0
37,3,363,3,3,3,3,5,5,5,3,4,2,2,5,4,5,141,126,1,1,1,1
61,1,376,4,3,3,3,4,4,4,4,1,4,4,1,3,4,0,0,1,1,1,0
23,2,861,4,4,4,2,5,4,5,5,4,4,5,5,4,5,0,37,1,1,0,0
44,3,1589,2,2,2,2,4,4,5,5,5,5,5,4,5,4,0,0,1,1,1,1
59,2,187,1,1,1,4,1,1,4,1,1,4,4,2,4,1,25,44,1,1,0,0
12,1,895,2,2,2,4,2,2,2,2,4,2,3,2,3,2,4,6,0,0,1,0
27,1,1119,4,4,4,4,3,4,3,3,4,4,2,1,3,3,2,0,1,0,1,0
37,1,302,4,4,4,5,3,4,1,3,5,5,1,3,2,3,9,6,1,0,1,0
45,3,1089,3,3,3,5,4,3,4,4,5,4,5,3,5,4,117,111,0,0,1,0
21,1,620,4,1,4,4,5,4,5,5,4,3,3,2,4,5,8,23,1,0,1,0
42,2,733,4,3,4,3,1,4,1,1,1,1,2,5,3,1,0,0,1,1,0,1
47,3,315,1,1,1,1,4,4,4,5,5,5,5,3,5,5,0,0,0,1,1,1
50,1,853,3,5,3,1,2,4,4,4,4,3,1,4,4,4,0,0,0,1,0,0
52,3,966,4,4,4,4,2,4,5,4,4,4,4,5,4,5,3,0,0,1,1,1
33,3,3233,3,3,4,3,4,4,4,4,3,4,5,4,5,4,37,43,1,1,1,1
18,1,954,4,2,4,3,4,4,4,4,2,4,1,3,3,4,0,3,0,1,0,1
18,1,919,4,4,4,3,1,4,1,1,5,5,5,5,5,1,7,14,0,1,0,0
56,3,1999,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0,0,1,1,1
56,1,438,3,4,3,1,2,4,4,5,5,3,5,4,5,4,0,0,0,1,0,0
24,1,589,4,5,4,5,4,4,4,4,3,4,5,5,4,4,0,0,1,0,1,0
72,3,361,3,3,3,3,4,4,4,2,2,2,2,3,2,4,0,0,0,1,1,1
41,1,507,2,5,2,2,2,2,2,2,5,4,5,3,5,2,34,29,1,1,0,0
44,3,2859,5,5,5,5,4,5,4,4,4,4,5,3,4,4,0,1,0,1,1,1
14,2,102,1,1,1,2,4,1,4,4,2,5,2,2,1,4,0,0,0,1,0,0
40,3,240,4,4,4,4,5,5,4,5,5,5,5,3,5,4,32,38,1,1,1,1
59,3,226,2,2,2,2,2,5,5,4,4,5,4,4,4,5,13,11,0,1,1,1
22,1,551,3,3,3,2,1,3,1,1,1,3,2,3,3,1,20,28,1,1,0,0
29,2,1246,4,1,1,1,3,4,4,2,2,4,3,4,1,4,186,173,0,1,1,0
31,1,1105,3,4,4,4,3,4,2,3,1,5,3,1,4,3,6,16,0,0,1,0
50,3,2938,1,1,1,1,5,4,5,5,5,4,5,4,5,4,0,4,0,1,1,1
22,3,522,0,1,0,5,1,1,1,1,3,3,5,4,4,1,0,0,0,0,1,1
16,1,1343,3,3,3,4,1,3,1,1,1,1,4,3,3,1,0,3,1,0,1,0
7,1,1211,2,3,2,3,2,2,2,2,1,2,3,3,3,2,88,78,0,1,0,0
49,3,1726,1,1,1,1,2,3,5,5,5,5,5,3,5,4,2,5,1,1,1,1
36,1,1046,2,4,5,4,2,2,2,2,2,1,2,3,2,2,0,0,1,1,1,1
31,3,1783,4,4,4,4,2,2,2,2,3,4,4,5,5,2,7,0,1,1,1,1
55,3,1635,1,1,1,1,3,3,4,4,4,5,4,4,4,5,0,0,0,1,1,1
44,3,460,2,2,2,2,3,4,4,5,5,5,5,4,5,3,0,0,0,1,1,1
16,2,1027,5,3,3,3,5,4,1,5,4,2,3,2,2,5,34,46,0,1,1,0
57,3,3259,3,3,3,3,2,4,5,4,4,4,4,3,4,3,0,0,1,1,1,1
22,1,1033,5,5,5,3,2,5,2,2,5,2,4,5,4,2,0,0,0,0,1,1
66,1,1437,1,1,1,3,1,3,3,2,2,1,2,2,2,1,53,40,0,1,0,0
32,1,187,3,5,3,3,4,3,4,4,5,2,5,3,4,4,0,0,1,1,0,0
46,2,731,1,4,1,4,5,1,5,5,1,2,3,2,3,5,113,103,1,1,0,0
46,3,1846,5,5,3,5,4,3,4,5,5,5,5,3,5,4,0,0,0,1,1,1
22,3,364,0,0,0,4,4,0,4,4,5,5,5,5,4,4,11,7,0,0,1,1
19,1,362,1,1,1,3,2,1,1,2,2,3,4,1,3,2,0,0,1,1,0,0
29,3,2139,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,0,1,1,1,1
64,1,371,4,3,4,4,4,4,3,5,5,4,5,4,5,3,0,0,0,1,0,1
31,3,2040,1,1,1,1,3,3,3,3,3,2,5,3,4,3,1,0,1,1,1,1
40,1,368,3,3,3,3,3,3,3,3,3,2,4,4,3,3,22,11,1,1,1,0
43,3,3528,3,4,4,4,2,3,3,3,5,3,4,3,2,3,138,129,1,1,1,0
51,1,735,3,5,3,1,5,3,5,5,4,5,4,4,4,5,3,0,1,1,0,0
54,3,3250,4,4,2,4,3,4,5,5,5,5,5,3,5,3,0,0,1,1,1,1
23,1,723,2,2,2,4,2,2,2,2,2,1,1,3,5,2,24,17,0,0,1,0
15,1,1205,1,1,1,3,3,1,2,3,1,5,4,3,3,3,0,0,0,0,1,0
25,3,771,1,2,2,2,1,1,1,1,2,3,3,4,3,1,0,0,1,1,1,0
34,3,391,2,2,2,2,4,5,5,4,4,4,4,3,4,4,78,75,1,1,1,1
63,1,787,4,4,5,5,3,5,3,3,4,3,5,5,4,3,19,12,1,1,0,0
50,3,280,2,2,2,4,4,2,4,4,1,3,3,3,3,4,59,73,1,0,1,0
35,2,526,1,2,2,2,1,1,1,1,4,4,4,1,4,1,0,0,0,1,1,0
27,3,414,5,5,5,1,2,5,1,2,3,2,5,4,5,2,15,12,1,0,1,1
32,2,594,2,3,2,2,1,2,1,1,2,5,2,1,2,1,0,0,0,1,0,0
57,1,859,4,4,4,1,3,4,3,3,4,3,5,4,5,3,0,0,1,1,0,0
31,3,1076,5,5,5,5,4,4,4,4,2,2,5,5,4,4,13,44,1,1,1,1
64,3,1591,5,5,5,5,3,4,4,5,5,5,5,3,5,4,3,0,0,1,1,1
43,1,1300,4,4,4,1,5,4,5,4,4,4,4,5,4,3,8,4,0,1,0,0
63,3,3795,1,1,1,1,1,5,4,4,4,4,4,1,4,5,93,95,0,1,1,1
14,1,141,5,4,5,2,1,5,1,1,4,3,4,3,5,1,0,0,0,1,0,1
20,1,666,4,4,4,4,2,4,2,2,1,5,4,2,3,2,0,0,0,1,0,0
19,1,862,2,4,3,2,4,3,4,4,3,2,4,3,5,4,0,0,1,1,0,0
51,1,1744,3,0,3,3,1,3,1,1,3,5,5,4,5,1,0,0,1,1,0,0
33,2,353,0,0,0,4,5,0,5,5,1,4,4,3,2,5,0,0,1,1,1,1
29,1,1144,2,2,2,3,1,2,1,1,2,3,3,4,3,1,9,16,0,0,1,0
72,3,228,1,1,1,1,1,1,1,1,5,4,4,5,4,1,12,15,0,0,1,0
45,3,3759,3,3,3,3,5,4,4,4,4,4,4,3,4,4,1,0,1,1,1,1
40,1,351,2,1,4,1,2,2,2,2,1,1,3,4,3,2,0,37,1,1,1,0
30,3,3646,2,4,5,4,2,2,2,2,3,1,3,1,4,2,19,64,1,1,1,0
37,1,646,2,2,2,4,2,2,2,2,3,5,4,3,3,2,0,0,0,0,1,0
15,1,209,3,2,0,2,4,0,4,4,4,3,2,2,2,4,0,0,1,1,0,0
35,1,2586,3,3,3,3,4,3,4,4,1,5,3,3,4,4,0,0,1,0,1,0
36,1,279,5,1,1,1,5,5,5,5,5,2,2,2,3,5,2,0,1,1,1,1
42,3,1747,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0,0,1,1,1
34,3,3978,4,4,4,4,2,4,1,5,5,5,5,4,5,3,0,0,0,1,1,1
36,3,3700,3,4,4,4,3,3,3,4,3,4,3,3,3,3,108,140,1,1,1,0
27,3,1299,4,4,4,3,3,4,3,3,3,3,5,3,4,3,27,17,1,0,1,1
51,3,3483,4,4,4,4,4,5,1,3,3,4,3,5,3,4,0,0,0,1,1,1
29,1,867,5,2,2,2,5,5,5,5,1,4,5,1,5,5,0,0,0,1,1,1
56,3,612,2,1,1,1,2,2,2,2,2,2,2,2,2,1,30,20,0,1,1,0
17,3,3335,3,5,5,5,3,3,3,3,1,2,4,2,4,3,0,0,0,1,1,0
65,1,266,5,3,5,4,3,5,3,3,4,4,5,4,5,3,0,0,1,1,0,1
49,3,1559,3,3,3,3,3,4,5,5,5,5,5,4,5,4,2,5,1,1,1,1
35,3,2076,2,4,4,4,4,3,4,2,2,2,2,3,2,3,1,2,0,1,1,0
32,3,1900,3,3,3,3,3,3,3,3,3,1,2,3,3,3,0,0,1,1,1,0
36,1,376,2,4,2,3,4,2,4,4,4,4,4,4,4,4,0,1,1,1,0,0
30,2,2917,0,0,0,3,1,0,1,1,5,1,1,4,5,1,0,0,0,1,1,1
42,3,2454,4,3,4,4,3,5,4,4,4,4,4,4,4,3,0,0,1,1,1,1
59,1,2586,3,2,3,3,2,3,3,1,1,3,2,2,1,1,0,0,0,1,0,0
66,3,775,2,4,2,4,3,4,4,4,4,2,4,2,4,4,32,27,0,1,0,0
49,3,1779,5,5,5,5,5,5,4,5,5,5,5,4,5,3,5,0,0,1,1,1
25,2,534,2,2,2,2,2,2,1,2,4,3,3,2,3,2,2,56,1,1,1,0
26,3,1020,2,2,2,1,3,2,3,3,5,4,4,5,5,3,0,0,1,0,1,0
48,3,3175,1,2,2,2,5,3,4,1,1,1,1,3,1,2,0,0,1,1,1,0
39,3,862,5,5,5,5,4,5,5,5,5,5,5,5,5,5,14,15,1,1,1,1
25,3,377,3,4,3,5,4,3,4,4,4,5,4,3,5,4,0,0,1,0,1,0
44,3,2069,3,3,3,3,4,5,5,2,2,2,2,3,2,5,5,47,1,1,1,1
26,3,366,4,4,4,1,4,4,2,4,3,4,4,3,5,4,4,0,1,0,1,0
14,3,2045,3,2,2,2,3,3,3,3,4,5,4,2,4,3,0,46,0,1,1,0
38,3,2374,2,2,2,2,5,4,3,3,3,3,2,3,3,1,23,25,0,1,1,0
58,3,189,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,0,0,1,1,1
50,1,515,2,5,2,3,4,4,5,3,3,2,3,4,3,4,0,0,0,1,0,0
39,3,694,3,3,3,4,3,3,1,3,4,3,5,4,4,3,71,62,1,0,1,0
30,1,666,2,2,2,4,2,2,2,2,2,5,4,1,3,2,0,0,0,1,0,0
22,1,1069,3,3,3,4,1,3,1,1,1,4,4,3,4,1,92,101,0,0,1,0
26,1,283,2,5,2,2,2,2,2,2,4,2,5,4,5,2,0,0,1,1,0,0
47,3,2770,0,0,0,3,2,4,4,4,4,4,4,4,4,5,0,0,1,1,1,1
45,3,2800,2,2,2,2,2,4,4,4,4,4,4,4,4,5,71,65,0,1,1,1
49,3,1613,2,1,1,1,2,3,4,2,2,2,2,1,2,2,46,66,0,1,1,0
51,1,353,3,3,3,1,1,4,5,5,5,3,5,4,5,3,0,6,0,1,0,0
29,3,764,4,4,4,5,4,4,2,4,4,3,5,3,5,4,31,18,0,0,1,0
45,1,564,2,1,1,1,3,2,3,3,4,5,1,3,3,3,0,0,1,1,1,1
18,3,305,5,5,5,2,5,5,1,5,4,5,5,3,4,5,3,0,1,0,1,1
26,1,1346,3,5,3,2,2,3,4,2,4,2,5,3,5,2,0,0,0,1,0,0
52,3,356,5,5,5,5,5,4,4,3,3,3,3,3,3,4,21,16,1,1,1,1
16,3,1751,2,5,2,1,1,2,1,1,3,2,2,5,4,1,0,0,1,1,0,0
63,1,371,4,3,4,4,3,4,3,3,1,4,3,4,3,3,0,32,1,1,0,1
59,3,2340,5,5,5,5,2,1,4,5,5,5,3,4,5,3,2,3,1,1,1,1
44,3,1670,2,3,2,2,5,3,4,5,5,5,5,5,5,3,11,1,0,1,1,1
23,1,620,3,0,3,3,3,3,3,3,5,1,3,1,5,3,15,23,1,0,1,0
31,3,2033,1,1,1,1,4,4,4,4,4,1,1,4,2,4,38,31,1,1,1,1
37,3,158,1,1,1,3,5,1,4,5,2,3,4,3,4,5,0,0,0,0,1,0
35,1,1205,1,2,1,4,5,1,5,5,4,3,3,2,4,5,0,0,0,1,0,0
24,1,892,3,5,3,4,2,3,1,2,5,2,4,4,4,2,6,11,1,1,0,0
40,1,214,2,4,0,5,5,0,5,5,5,4,4,4,4,5,27,40,1,1,0,0
47,3,441,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,14,0,1,1,1
46,1,728,1,4,1,1,3,1,3,3,1,4,3,4,3,3,0,0,1,1,0,0
27,1,101,3,5,3,1,1,3,4,1,3,2,2,5,2,1,0,0,0,1,0,0
32,1,595,3,2,4,3,2,4,2,2,3,2,3,2,2,2,3,0,0,1,0,0
53,1,1431,1,5,1,3,4,1,4,4,3,2,3,5,5,4,0,0,1,1,0,0
28,3,931,1,2,2,2,4,2,4,4,3,4,5,3,5,4,0,0,1,0,1,0
59,1,912,5,5,5,3,5,5,5,5,4,3,5,5,4,5,0,0,1,1,0,1
45,1,605,2,4,2,1,2,2,3,2,3,4,5,3,5,2,3,0,1,1,0,0
33,3,1976,4,4,3,4,5,5,5,5,3,3,5,4,4,5,10,0,1,1,1,1
20,3,404,3,1,1,1,3,3,3,3,1,2,3,4,3,3,0,0,1,1,1,0
40,2,594,3,1,1,1,3,3,3,3,4,3,3,4,3,3,48,31,0,1,1,0
25,3,534,4,5,4,5,3,4,3,3,3,5,4,4,5,3,16,7,1,0,1,1
33,1,164,2,2,2,3,1,2,1,1,4,5,3,2,3,1,4,26,1,0,1,0
63,1,463,5,2,2,2,5,5,5,5,1,3,5,1,1,5,0,0,1,1,1,1
23,1,725,3,3,3,4,1,3,1,1,3,4,4,1,4,1,11,18,0,0,1,0
25,1,354,2,1,2,3,5,2,5,5,1,1,3,4,4,5,57,61,0,1,0,0
47,3,481,4,4,4,4,5,4,3,4,4,4,4,3,4,2,0,0,1,1,1,0
47,3,552,1,1,1,1,5,4,4,4,4,4,4,3,4,3,0,0,1,1,1,1
44,1,602,2,5,3,5,1,4,3,2,2,2,2,4,2,3,0,2,0,1,1,0
42,3,3759,1,1,1,1,5,5,5,5,5,5,5,4,5,5,4,7,1,1,1,1
19,3,1788,1,1,1,3,3,1,3,3,4,3,4,1,4,3,2,0,0,0,1,0
23,1,533,4,4,4,3,3,4,3,3,3,3,5,3,4,3,71,65,0,0,1,1
32,3,781,3,3,3,3,2,3,5,2,3,3,5,5,5,2,0,0,0,0,1,0
32,3,377,3,3,5,3,5,5,5,5,4,2,5,5,4,5,0,0,0,1,1,1
62,3,3486,2,4,4,4,3,3,3,2,2,3,2,1,2,4,12,9,0,1,1,0
63,3,102,1,1,1,1,2,5,4,4,4,4,5,3,4,3,0,0,1,1,1,1
32,3,3693,2,2,2,2,2,2,2,2,3,5,4,3,5,2,0,1,0,1,1,1
44,3,3764,3,3,2,3,5,5,5,4,4,4,4,4,4,3,12,0,1,1,1,1
54,3,2724,2,2,2,2,5,3,5,4,4,4,4,4,4,4,0,0,0,1,1,1
68,1,639,3,2,1,2,4,3,4,4,1,5,5,5,1,4,0,0,1,1,1,1
43,2,369,2,3,3,3,2,2,2,2,4,2,4,4,4,2,0,1,1,1,1,0
14,1,546,3,3,5,1,2,5,2,2,3,5,3,1,3,2,0,2,1,1,0,0
63,3,337,2,4,4,4,2,2,2,2,2,2,2,2,2,4,0,5,1,1,1,0
34,1,374,3,4,5,3,4,5,4,4,5,4,5,5,4,4,2,0,0,1,0,0
47,1,89,4,5,5,5,2,5,3,4,4,4,4,3,4,1,40,57,0,1,1,1
66,1,1488,3,2,3,3,3,3,2,3,3,3,3,2,3,3,0,0,0,1,0,0
39,1,189,2,1,2,2,5,2,2,5,4,2,3,3,3,5,37,17,0,1,0,0
58,2,163,4,5,3,3,3,4,3,3,4,2,1,4,3,3,0,0,1,1,1,1
47,3,2549,2,2,2,2,4,5,4,3,3,4,3,3,3,4,1,0,1,1,1,1
19,1,399,4,2,3,3,2,3,2,2,1,3,4,3,3,2,0,0,0,0,1,0
42,3,3097,2,1,1,1,5,4,3,2,2,2,2,4,2,4,4,5,0,1,1,0
39,1,457,4,2,2,2,4,4,4,4,5,5,2,5,3,4,1,0,1,1,1,1
37,1,86,4,4,4,3,3,4,3,3,4,5,5,4,5,3,9,2,1,1,0,0
43,3,2437,1,1,1,1,5,5,5,4,4,4,4,4,4,3,0,53,0,1,1,1
51,3,2342,3,3,3,3,5,4,4,4,4,5,4,3,4,4,20,2,1,1,1,1
45,3,304,2,1,1,4,2,2,2,2,4,4,4,3,4,2,0,0,1,0,1,0
15,1,604,3,3,3,1,3,3,3,3,5,5,1,5,3,3,0,10,1,1,0,0
55,3,432,4,4,2,1,5,4,4,3,3,2,2,4,3,5,0,0,1,1,0,0
35,3,2969,2,3,3,3,4,3,2,2,2,2,2,3,2,2,0,1,0,1,1,0
27,1,1158,1,1,1,3,5,1,4,5,4,3,3,3,2,5,8,4,0,0,1,0
56,3,304,1,1,1,1,2,4,4,4,4,4,4,5,4,3,14,26,1,1,1,1
20,1,447,4,1,4,4,3,4,3,3,3,3,4,1,4,3,0,16,0,0,1,0
41,1,325,3,4,3,4,1,3,1,1,4,4,4,3,3,1,1,2,0,1,0,0
14,1,395,1,5,2,1,2,2,2,4,4,5,4,2,4,2,519,516,1,1,0,0
52,3,738,3,5,3,2,5,4,4,3,3,3,3,5,3,3,0,0,0,1,0,0
55,3,819,3,3,3,3,1,4,5,4,4,4,4,1,4,1,0,0,1,1,1,1
23,1,680,1,5,0,3,3,0,3,3,4,4,4,5,5,3,0,0,1,1,0,0
44,3,569,3,3,3,3,5,4,4,4,4,4,4,5,4,4,1,2,0,1,1,1
44,1,2603,4,2,4,4,4,1,1,2,5,2,3,1,4,1,0,34,0,1,0,0
42,1,785,1,5,2,2,1,2,1,1,4,3,4,5,5,1,22,23,1,1,0,0
28,1,1237,3,3,3,4,3,3,5,3,4,4,1,1,3,3,2,0,1,0,1,0
41,3,1440,2,2,2,2,5,5,4,5,5,5,5,3,5,3,3,0,1,1,1,1
37,3,3905,1,1,1,1,5,4,5,5,5,5,5,5,5,5,27,20,1,1,1,1
55,3,1609,3,3,3,3,3,5,5,5,5,4,5,4,5,4,0,0,1,1,1,1
32,2,1250,5,3,3,3,5,5,5,5,1,2,3,1,3,5,0,0,0,1,1,1
43,3,2244,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0,1,1,1,1
16,2,1590,2,4,2,1,2,2,2,2,4,3,4,4,5,2,21,15,1,1,0,0
51,1,337,4,5,4,2,2,4,2,2,4,5,5,4,5,2,0,0,1,1,0,0
30,1,1121,2,2,2,1,1,2,1,1,3,1,2,3,3,1,5,0,1,0,1,0
45,1,1844,1,4,1,4,5,4,4,4,4,1,4,3,4,3,34,28,0,1,0,0
58,1,226,3,1,1,1,4,3,3,3,3,3,3,2,3,4,11,5,0,1,1,0
40,3,2704,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,1,1
10,2,787,1,2,1,3,4,1,4,4,2,2,3,3,4,4,1,13,0,0,1,0
35,3,508,2,3,3,3,3,3,3,2,2,3,2,4,2,3,0,0,1,1,1,0
25,1,763,4,3,4,2,3,4,3,3,4,2,3,3,2,3,0,0,0,1,0,1
38,1,1237,3,4,4,2,2,4,2,2,4,1,1,1,1,2,64,66,1,0,1,0
38,1,770,4,1,1,1,4,4,4,4,2,2,2,3,3,4,0,30,1,1,1,1
17,1,2288,3,3,3,4,4,3,5,4,2,3,3,1,3,4,0,4,1,0,1,0
33,3,1598,4,1,4,4,3,4,3,3,4,3,4,4,5,3,0,0,1,1,1,1
68,1,396,1,4,1,3,2,1,5,2,4,4,5,5,5,2,0,0,1,0,0,0
42,3,1609,4,4,4,4,3,3,5,4,4,4,4,5,4,5,0,0,0,1,1,1
52,3,3031,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0,1,1,1,1
39,3,584,4,4,4,4,1,3,2,3,3,3,3,3,3,5,0,0,0,1,1,1
70,2,294,2,4,2,1,5,5,4,2,2,2,2,3,2,5,0,0,0,1,0,0
31,1,679,1,5,1,4,3,1,3,3,5,5,4,5,4,3,0,0,0,1,0,0
31,3,1919,1,1,1,3,2,1,2,2,3,2,5,3,4,2,0,9,1,0,1,0
58,3,362,5,5,5,5,5,4,4,4,4,4,4,3,4,5,34,24,0,1,1,1
46,1,1589,4,5,3,2,5,3,5,5,4,5,4,3,5,5,0,0,1,1,0,1
43,3,189,1,1,1,1,4,5,4,4,4,4,5,4,4,3,68,66,1,1,1,1
55,3,328,0,0,0,3,2,5,5,2,2,2,2,3,2,3,10,9,1,1,1,1
23,1,666,3,0,3,5,3,3,3,3,5,3,5,3,5,3,0,0,0,1,0,0
7,1,162,3,5,3,3,4,3,4,4,3,2,4,4,5,4,0,0,1,1,0,0
50,3,509,2,2,2,2,5,4,4,2,2,2,2,4,2,1,0,0,0,1,1,0
35,2,589,2,4,2,2,2,2,2,2,5,2,4,3,4,2,0,0,0,1,0,0
18,3,3432,2,2,2,2,4,4,4,4,5,4,4,5,5,4,0,0,0,1,1,1
49,3,2429,1,1,1,1,5,5,2,5,5,5,5,5,5,3,0,0,0,1,1,1
62,3,397,1,1,1,1,2,5,5,2,2,2,2,3,2,5,0,0,1,1,1,1
53,3,1416,4,5,5,5,1,4,4,4,4,4,4,4,4,3,0,0,1,1,1,0
49,1,1754,2,5,5,5,1,3,2,2,2,2,2,3,2,2,9,0,0,1,1,0
41,3,644,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0,1,1,1,1
40,1,302,3,1,3,3,2,3,1,2,3,4,3,4,4,2,1,0,1,1,0,0
37,1,197,4,5,4,3,3,4,3,3,3,2,4,3,4,3,12,4,0,1,0,0
43,3,1788,1,1,5,1,4,2,2,1,1,1,1,4,1,2,18,16,0,1,1,0
50,1,406,4,5,4,4,1,4,1,1,5,1,1,3,3,1,3,0,1,1,0,1
16,1,331,4,4,2,5,3,2,3,3,4,2,5,3,5,3,0,2,1,1,0,0
38,1,680,2,5,2,3,3,2,3,3,4,2,4,3,4,3,0,0,1,1,0,0
52,1,561,3,1,1,1,3,3,4,3,3,3,3,1,3,3,0,0,0,1,1,0
18,3,1379,2,5,5,5,2,2,2,2,3,5,3,1,4,2,37,22,0,1,1,0
53,1,414,1,0,2,5,1,2,1,1,4,4,4,4,5,1,10,0,1,1,0,0
26,1,300,2,0,2,2,2,2,2,2,1,1,3,4,2,2,0,0,1,0,1,0
52,1,1660,4,4,4,2,2,4,5,5,5,4,5,3,5,5,0,15,0,1,0,0
54,3,2722,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0,0,1,1,1
38,1,391,4,4,4,1,2,4,2,2,1,3,5,3,2,2,0,0,1,0,1,0
31,3,3413,4,4,2,4,4,4,4,4,3,4,2,1,1,4,0,0,0,1,1,1
17,1,393,1,5,1,4,5,1,5,5,3,3,5,5,5,5,5,2,0,1,0,0
33,1,347,2,0,2,1,4,2,4,4,3,4,1,4,3,4,0,0,0,0,1,0
