Inflight wifi service,Online boarding,Age,Flight Distance,Baggage handling,Checkin service,Loyal Customer,Seat comfort,Business Travel,Inflight entertainment
2,2,10,925,3,1,1,2,1,2
5,5,25,1990,5,3,0,5,1,4
2,2,33,356,5,5,0,1,1,1
1,1,38,951,5,3,0,1,1,1
1,4,56,268,4,3,1,5,1,4
1,1,21,370,2,4,1,1,1,1
1,5,60,3752,4,4,1,4,1,4
2,5,26,783,5,3,1,5,1,5
4,4,45,2949,4,2,1,4,1,4
2,5,48,2603,5,3,1,4,1,5
2,4,48,631,3,5,1,4,1,3
4,4,47,1826,4,1,1,4,1,4
3,1,51,417,3,1,1,4,0,3
2,2,25,223,1,3,0,3,1,3
1,5,24,622,4,4,1,5,1,5
3,4,49,1067,5,4,1,5,1,5
1,1,16,1096,4,4,1,5,0,5
2,2,30,301,4,3,1,4,0,4
4,4,65,584,2,3,1,5,0,2
1,3,53,3696,1,2,1,4,1,2
2,2,54,696,5,4,1,2,0,2
4,5,23,951,4,4,0,1,1,1
2,4,48,329,2,2,1,4,1,2
5,5,24,283,5,3,0,4,1,4
2,2,63,190,3,3,1,2,0,3
3,4,47,472,3,4,1,5,1,3
2,3,49,268,2,1,1,3,1,2
4,4,36,589,5,4,1,2,0,2
1,4,50,2475,3,5,1,4,1,3
3,4,46,2089,4,3,1,5,1,4
3,4,49,366,5,5,1,5,1,5
4,4,22,309,1,3,0,3,1,3
1,3,47,2677,1,3,1,4,1,1
5,5,21,678,4,3,0,4,1,4
2,2,32,2858,2,1,1,2,1,2
4,4,59,997,4,4,1,5,1,4
2,3,39,965,4,3,1,2,1,2
3,5,49,1444,4,4,1,4,1,4
1,1,25,602,5,3,0,2,1,5
3,1,67,483,5,3,1,2,0,5
1,1,18,2583,3,3,1,1,1,1
2,4,50,2215,5,3,1,4,1,5
4,4,39,1635,2,3,1,5,1,2
3,1,34,316,4,1,1,1,0,5
2,4,64,280,5,3,1,3,0,3
1,1,20,315,4,5,0,5,1,5
3,3,59,862,4,4,1,3,1,3
4,4,53,1464,4,5,1,5,1,4
3,3,40,946,5,2,1,1,0,1
5,5,22,601,4,3,0,1,1,1
5,1,43,343,5,1,1,5,1,5
2,4,65,391,3,4,1,4,0,3
2,2,61,1121,3,3,0,5,0,5
5,5,23,563,4,3,1,5,1,5
4,5,37,973,5,4,1,4,1,5
3,4,27,507,5,4,1,4,1,4
5,4,43,919,5,2,1,3,1,5
4,4,33,346,3,3,0,5,1,5
1,1,70,338,3,1,1,1,1,1
3,3,64,1180,5,4,1,2,0,2
2,3,45,447,2,2,1,4,1,2
4,4,33,73,3,4,1,1,0,1
2,2,42,563,4,1,1,2,1,2
5,5,20,189,1,4,0,2,1,2
2,2,46,1501,4,5,0,3,1,3
2,1,44,737,4,1,0,4,1,4
1,1,16,1005,4,2,1,1,1,1
5,5,48,622,5,3,0,2,1,5
5,4,43,2288,1,4,1,4,0,1
4,5,57,1785,4,5,1,4,1,4
5,5,9,631,1,2,1,4,0,4
2,1,25,110,1,4,0,5,1,5
4,4,11,1910,4,3,1,2,0,2
2,2,21,826,5,5,0,3,1,3
2,2,40,1440,4,3,1,2,1,2
3,1,14,1464,4,1,1,1,0,5
2,3,60,1045,1,2,1,3,0,1
1,1,12,1290,4,1,0,3,1,3
2,2,35,264,2,3,1,5,0,5
1,1,50,672,3,1,0,1,1,1
1,1,25,247,3,3,0,3,1,3
4,4,38,460,3,2,1,4,1,4
1,4,41,1211,5,5,1,5,1,5
3,3,58,624,4,3,1,3,1,3
1,5,43,632,2,3,1,5,1,2
3,1,23,735,5,1,0,1,1,3
2,5,48,2877,2,5,1,4,1,2
2,2,8,585,4,3,1,2,1,2
2,5,43,763,5,5,1,5,0,5
4,5,23,3671,5,4,1,5,1,5
3,4,54,224,5,1,1,3,0,5
2,2,70,289,4,5,1,1,0,1
2,2,15,1217,4,3,1,4,0,5
2,2,66,351,4,5,1,1,0,1
5,3,46,143,5,3,1,2,1,5
5,5,45,1013,4,3,0,2,1,2
3,4,30,761,4,4,0,1,1,1
1,4,54,1464,5,5,1,5,1,5
3,4,65,931,5,5,1,5,0,5
3,2,62,717,3,2,1,3,1,3
2,4,38,1888,2,2,1,3,1,2
4,4,15,200,1,3,1,1,0,1
3,2,51,2552,3,2,1,2,1,4
3,5,46,628,5,5,1,5,0,5
4,5,58,3528,2,5,1,4,1,2
1,4,43,872,5,4,1,5,1,5
2,2,22,337,3,1,0,2,1,2
1,1,19,907,5,5,1,5,0,2
1,1,37,1589,2,3,1,3,0,3
4,4,25,304,3,3,1,1,0,1
4,4,37,3711,5,5,1,4,1,5
2,2,38,304,3,2,1,2,1,2
3,3,20,247,5,5,1,4,0,4
3,3,30,496,3,2,0,5,1,5
2,2,27,507,3,2,1,2,1,2
5,4,66,302,4,4,1,2,1,4
1,1,19,944,4,1,1,5,0,5
3,3,7,639,4,4,1,1,0,1
2,4,31,3477,2,5,1,4,1,4
3,2,33,515,4,5,1,5,1,4
2,2,44,229,4,5,1,3,0,3
0,0,30,227,2,1,1,3,1,2
5,5,49,170,3,3,1,5,1,5
2,5,35,2128,4,5,1,1,1,4
1,3,37,1527,2,1,1,5,1,2
2,2,27,213,5,5,1,3,0,3
3,2,37,2475,4,2,1,2,0,2
2,4,49,550,4,3,1,4,1,4
2,4,56,3856,5,4,1,5,1,5
1,4,37,125,4,4,1,4,1,5
1,3,35,966,1,4,1,3,1,1
5,4,47,3068,4,4,1,5,1,4
3,3,45,1217,4,5,0,2,1,2
2,3,47,177,2,4,1,3,1,3
3,4,50,1605,5,3,1,4,1,5
3,3,46,1005,2,1,1,3,1,3
3,3,50,748,4,4,1,4,0,5
2,4,44,1849,5,5,1,4,1,5
5,5,39,107,5,4,1,2,1,5
4,4,44,119,3,5,1,4,1,4
2,2,30,213,3,3,0,1,1,1
2,4,44,1944,4,3,1,4,1,4
1,3,37,3012,1,1,1,4,1,1
5,5,41,3781,4,4,1,5,1,4
3,3,55,646,3,3,1,2,1,3
1,4,51,1758,4,4,1,5,1,4
4,4,72,134,4,1,1,5,1,4
4,4,15,626,4,4,1,3,1,4
2,2,29,110,5,3,0,1,1,4
1,2,43,3769,5,5,1,4,1,5
2,2,12,1075,5,4,1,1,0,1
5,3,43,2997,5,3,1,4,1,5
3,4,53,3825,3,3,1,4,1,3
1,1,22,404,2,3,0,5,1,5
3,3,65,109,1,3,1,3,1,3
2,2,9,550,2,2,1,5,0,5
3,3,31,3591,2,4,1,3,1,3
2,2,57,101,3,4,0,5,1,5
1,1,30,1218,5,3,1,1,0,3
3,3,41,760,2,3,1,3,1,3
2,5,50,849,5,4,1,5,1,5
5,5,32,1325,5,4,1,5,1,5
5,5,55,1139,5,5,0,5,1,5
3,3,61,3132,3,2,1,3,1,3
5,4,46,1547,4,5,1,5,1,4
3,3,30,666,3,2,0,5,1,5
3,2,40,272,5,2,0,5,1,5
2,5,52,2586,5,3,1,5,1,5
1,2,49,489,5,2,1,5,1,5
3,3,44,337,3,4,1,3,1,3
5,4,24,113,4,5,0,5,1,5
1,1,15,1605,5,4,1,3,0,3
5,5,26,641,1,4,1,3,1,5
4,4,22,481,3,3,1,4,1,4
4,4,53,3739,4,5,1,5,1,4
1,4,47,985,3,4,1,4,1,3
1,1,31,323,2,1,1,1,0,3
3,2,10,1096,3,3,1,1,0,1
0,0,25,581,4,5,1,2,0,3
4,4,36,468,5,5,0,2,1,2
3,4,46,2486,3,2,1,4,0,3
4,4,49,2556,1,4,1,4,1,2
4,4,29,1185,3,4,1,4,1,4
1,1,18,692,4,4,1,2,0,4
2,2,49,337,2,2,1,3,0,3
2,2,38,1426,3,2,1,3,0,3
2,2,53,602,3,4,1,2,0,2
3,3,18,259,1,2,1,3,0,2
3,3,31,345,3,2,1,4,0,4
5,4,41,1966,2,3,1,4,1,2
1,1,42,304,4,4,1,3,0,3
4,4,39,334,4,4,1,4,1,4
4,3,35,526,3,3,1,4,1,4
3,3,34,416,4,4,1,2,0,2
5,5,25,495,4,3,0,1,1,1
3,2,72,3553,3,1,1,2,1,3
3,3,14,1460,5,4,1,4,0,4
1,2,56,182,1,2,1,3,1,3
4,4,54,1840,5,5,1,4,1,5
4,4,61,1076,2,5,1,4,0,2
1,1,43,432,4,1,1,1,1,1
3,5,68,280,5,4,1,4,0,5
2,5,55,759,1,4,1,5,0,3
5,5,48,3889,5,4,1,4,1,5
3,5,54,597,4,4,1,5,0,4
2,4,42,1024,4,4,1,4,1,4
3,4,47,1622,2,4,1,4,1,2
5,5,23,3095,4,3,1,3,1,5
1,3,28,733,3,4,1,4,0,4
3,3,69,227,3,3,1,1,0,2
1,5,36,449,5,3,1,5,1,5
1,3,50,1747,3,3,1,5,1,3
4,4,18,1243,1,3,1,4,0,2
4,4,36,236,5,5,0,5,1,5
3,4,47,895,5,4,1,5,1,5
4,4,25,1190,1,3,1,4,1,4
2,2,34,1488,3,3,1,5,0,5
1,1,30,1050,5,4,1,1,0,1
3,3,32,911,1,1,1,5,0,5
5,5,48,351,5,5,1,2,1,5
3,4,59,598,4,4,1,5,0,2
1,4,58,345,2,3,1,5,0,2
3,3,39,416,3,5,0,5,1,5
2,2,22,2042,3,4,1,2,1,2
4,4,58,287,4,3,1,4,1,4
4,4,54,2144,4,5,1,5,1,5
1,3,30,1046,5,5,1,3,1,3
2,2,30,1020,3,1,1,2,1,2
0,4,51,337,5,5,1,4,1,4
4,2,33,3509,4,1,1,4,1,4
5,5,33,973,3,1,1,5,1,5
4,4,68,1037,5,5,1,1,0,1
2,2,36,550,4,4,0,1,1,1
0,5,37,3869,5,5,1,5,1,2
5,2,33,3416,2,2,1,2,1,2
4,4,40,913,1,3,0,2,1,2
1,1,40,342,3,1,0,4,1,4
2,1,19,1076,3,4,0,3,1,3
4,4,29,2561,4,4,1,4,1,4
5,2,26,1738,4,5,1,2,1,2
5,5,37,337,5,4,0,3,1,3
5,4,54,944,5,4,1,4,1,1
3,0,32,248,5,5,1,2,0,2
2,5,51,1923,4,3,1,5,1,4
2,1,38,1727,3,1,1,2,0,3
1,4,48,1652,1,3,1,4,1,1
3,3,21,240,4,5,1,2,0,4
2,5,25,1586,5,1,1,5,1,5
1,1,44,2704,3,1,1,1,1,2
3,3,26,569,4,2,0,5,1,5
4,4,24,414,5,5,0,5,1,5
5,5,23,658,5,4,1,4,1,5
4,2,57,1849,4,3,1,3,1,4
1,3,49,201,2,2,1,3,0,2
1,4,49,3713,5,2,1,3,1,5
2,2,47,446,2,1,1,3,1,2
1,2,42,73,5,3,1,4,1,4
2,2,69,449,4,3,1,1,0,1
2,2,26,1235,3,1,0,4,1,4
4,4,44,1023,3,3,1,2,0,2
2,2,35,1754,4,5,0,1,1,1
2,2,38,862,4,2,0,2,1,2
2,2,51,1744,2,4,1,2,1,2
3,4,21,554,5,1,1,4,1,4
5,5,63,86,4,5,1,5,1,5
2,3,55,533,2,3,1,2,1,2
2,2,20,347,3,3,0,1,1,1
3,3,12,666,3,3,1,2,0,2
1,1,49,984,1,3,0,1,1,1
1,4,35,2715,5,4,1,4,1,2
2,2,27,607,5,5,1,3,0,3
3,3,34,842,3,1,1,4,0,4
3,3,55,1179,3,1,1,3,1,3
4,4,44,152,5,5,0,5,1,5
0,0,25,352,4,2,0,1,1,5
5,0,24,502,5,4,0,3,1,3
3,5,60,2948,4,4,1,4,1,4
2,2,49,2567,2,3,1,3,1,2
2,4,70,222,4,3,1,1,0,4
3,3,14,1587,5,3,1,1,0,5
2,4,46,2582,5,4,1,4,1,5
5,4,58,2621,5,4,1,4,1,5
2,2,18,308,4,3,1,2,1,2
3,5,34,3789,2,5,1,5,1,5
4,3,22,1092,4,2,1,1,0,1
3,4,51,342,5,5,1,4,1,5
2,2,36,241,5,2,1,2,1,2
2,4,52,3134,5,5,1,4,1,5
4,5,47,2602,5,5,1,4,1,5
3,3,39,629,4,4,1,4,0,3
2,2,30,1671,4,4,0,3,1,3
3,3,36,192,3,4,1,4,1,2
2,2,18,280,4,4,1,4,0,4
5,5,25,1416,4,5,0,5,1,5
4,4,49,2809,4,1,1,4,1,4
4,2,57,672,4,4,1,3,1,4
5,4,45,3908,4,2,1,1,1,4
4,3,48,2381,4,1,1,3,1,4
1,1,47,173,1,4,0,3,1,3
4,4,26,874,3,2,1,4,1,4
1,1,19,363,4,1,1,1,0,1
2,5,64,438,5,5,1,5,0,5
3,3,9,731,4,2,1,2,1,3
2,4,56,2065,4,3,1,5,0,4
3,5,27,323,5,5,0,5,1,4
3,3,23,387,3,4,0,5,1,5
1,1,28,531,5,4,1,4,0,4
3,3,20,646,4,2,1,5,0,4
2,3,52,296,5,3,1,3,0,5
2,2,45,898,3,1,1,2,1,2
4,4,18,262,2,4,1,2,0,1
5,4,40,888,3,4,1,5,1,5
2,4,53,370,5,4,1,5,1,5
2,2,27,2349,4,4,1,2,0,2
3,5,49,1313,4,5,1,4,1,4
3,3,38,231,3,3,1,3,1,3
5,5,45,1389,5,3,1,4,1,5
3,3,10,484,4,3,0,4,1,4
5,4,54,1764,5,5,1,4,1,5
5,5,22,1214,4,2,0,1,1,1
4,4,16,646,5,3,1,5,0,5
2,5,70,1598,5,3,1,5,0,3
3,5,44,781,5,3,1,4,0,5
5,5,47,429,2,3,1,5,1,5
5,5,48,369,4,3,1,5,1,4
3,3,36,414,5,4,0,3,1,3
3,3,39,78,4,4,1,4,0,4
0,5,57,190,5,3,1,4,1,5
4,4,41,2172,5,1,1,4,1,4
2,2,37,296,5,4,1,5,0,5
4,1,54,3455,5,2,1,2,1,5
4,4,13,1065,4,3,1,5,0,5
2,5,45,861,5,4,1,4,1,5
2,2,15,853,3,1,1,2,1,2
3,3,20,1979,4,5,1,2,0,2
2,2,41,650,5,5,1,4,0,4
2,2,39,867,5,4,0,5,1,5
4,4,47,334,5,3,0,5,1,5
2,5,38,867,4,5,1,4,1,4
2,2,11,1635,2,3,1,2,1,2
3,5,39,414,5,3,1,5,1,5
2,5,48,2877,4,3,1,5,1,4
3,0,34,239,4,3,1,2,0,2
5,3,59,558,5,2,1,4,1,5
2,3,30,405,5,3,1,4,0,4
3,3,39,502,4,1,1,4,0,4
3,5,52,387,5,5,1,5,0,5
5,5,8,1620,4,5,1,2,0,2
2,2,12,547,5,4,0,5,1,5
5,3,25,1563,4,4,1,3,1,3
1,1,17,2150,3,1,1,1,1,1
2,3,60,3851,2,1,1,4,1,2
1,1,18,1979,3,2,1,1,1,1
2,4,49,562,2,3,1,4,1,2
5,5,43,1089,4,4,1,4,1,4
4,4,51,460,3,2,1,5,0,5
5,4,33,867,4,4,1,4,1,4
3,3,38,471,4,5,1,4,0,4
4,4,58,231,4,1,1,4,1,4
1,5,49,1337,1,5,1,4,0,4
5,5,47,895,5,3,1,5,1,5
1,1,66,1187,4,2,1,1,1,1
4,4,58,277,4,5,0,1,1,5
2,2,12,1814,4,1,1,2,1,2
1,5,32,501,5,5,1,5,1,5
0,5,58,3575,4,5,1,4,1,4
2,2,10,2704,2,1,1,4,0,4
5,3,48,308,4,4,1,2,1,4
4,5,25,2248,4,4,1,5,1,5
1,5,43,134,4,4,1,4,1,5
5,5,74,447,1,2,1,5,1,5
1,1,13,868,4,4,1,5,0,2
1,3,52,3309,1,1,1,4,1,1
3,4,47,2459,5,4,1,5,1,5
1,1,14,354,5,5,1,5,0,5
2,4,51,1657,5,5,1,5,1,5
2,3,50,3298,4,4,1,3,1,4
5,5,54,1031,1,5,0,4,1,4
4,4,17,153,4,2,1,3,1,4
5,5,43,349,4,4,1,5,1,5
2,2,14,583,4,1,1,4,0,4
0,0,26,214,4,5,0,2,1,4
3,4,55,607,3,2,1,4,1,3
3,2,41,89,2,2,1,2,0,4
4,4,35,954,4,2,1,2,0,2
2,2,50,808,3,4,1,2,1,2
1,4,41,293,4,5,1,4,1,4
5,5,7,370,4,3,1,3,0,3
2,2,11,500,1,2,1,1,0,1
2,2,33,679,5,3,1,1,0,1
1,5,51,622,5,5,1,5,1,5
2,2,25,1066,4,4,0,2,1,2
4,4,23,429,3,4,0,2,1,2
3,3,21,1290,4,5,0,1,1,3
1,5,27,1915,4,5,1,5,1,5
5,5,23,141,5,2,0,5,1,4
2,2,64,728,1,5,1,3,0,3
2,1,49,1399,4,4,1,2,0,2
3,5,56,449,4,4,1,5,1,4
1,5,46,67,5,5,1,4,1,4
2,2,53,1084,4,5,1,2,0,2
0,5,49,3487,3,5,1,4,1,3
1,5,47,282,5,1,1,4,1,5
2,2,27,562,4,3,0,1,1,1
4,4,19,374,5,3,1,4,0,4
3,3,68,1246,3,4,1,2,0,2
3,3,57,2399,3,3,1,3,1,4
4,4,41,641,3,3,0,4,1,4
4,4,53,373,4,1,1,4,1,4
1,2,15,451,4,2,1,1,1,1
2,4,43,516,5,5,1,5,1,5
5,2,58,3949,5,2,1,4,1,5
1,3,42,1242,1,2,1,3,1,1
3,3,36,565,3,2,0,1,1,4
3,4,70,577,1,3,1,3,0,1
2,2,33,689,4,2,1,2,1,2
0,4,47,3598,2,5,1,4,1,2
3,4,67,558,5,3,1,5,0,5
2,5,52,448,5,5,1,4,1,5
5,5,23,1990,5,4,1,5,1,5
3,3,9,337,3,3,1,2,0,2
0,0,23,628,4,5,0,5,1,5
4,4,64,1390,4,5,1,3,0,3
1,5,58,1581,4,3,1,4,1,4
5,5,39,2347,5,5,1,4,1,5
3,4,52,1750,4,5,1,5,1,4
1,4,56,1846,5,4,1,5,1,5
2,5,62,937,5,4,1,4,0,5
3,3,26,209,4,2,0,1,1,1
1,1,33,433,5,3,0,1,1,1
4,2,42,846,4,4,1,5,1,4
4,3,49,431,4,3,1,4,1,4
1,1,17,733,3,4,1,4,0,4
2,2,61,304,4,3,1,1,1,1
1,1,14,748,1,5,1,4,0,4
1,4,35,2521,1,4,1,4,1,1
2,2,9,2917,4,2,1,1,0,1
3,0,35,240,4,3,1,3,0,3
4,5,52,1584,2,3,1,5,1,2
3,3,57,822,3,4,1,4,1,3
1,1,37,238,5,3,1,5,0,5
1,3,34,3349,1,4,1,3,1,1
2,4,48,2636,4,4,1,4,1,4
1,1,29,2556,3,3,1,4,0,4
1,1,36,337,3,3,1,1,1,1
2,4,41,190,2,1,1,4,1,1
3,4,57,1801,5,3,1,4,1,5
4,4,60,213,4,3,1,4,1,4
5,5,31,287,2,3,1,5,1,5
3,3,48,1919,2,4,1,3,1,3
1,4,60,2869,3,3,1,4,1,3
2,2,7,689,4,4,1,1,0,1
2,2,9,687,4,4,1,5,0,5
3,3,37,150,3,1,0,4,1,4
4,1,53,3316,3,1,1,5,1,4
2,2,9,596,4,1,1,1,1,2
2,4,42,2986,3,4,1,5,1,3
2,2,45,2215,2,4,1,2,1,2
3,3,28,269,2,2,1,3,1,3
4,4,37,621,4,5,0,5,1,5
4,4,38,1588,4,3,1,4,1,4
3,3,42,224,4,3,0,4,1,4
2,5,48,2086,4,3,1,5,1,4
2,5,33,3264,4,5,1,5,1,5
0,2,23,207,3,1,1,2,1,5
1,5,43,868,3,5,1,5,1,3
3,5,49,3626,4,4,1,4,1,4
2,4,35,2632,5,4,1,4,1,2
3,3,18,762,2,4,1,5,0,5
1,1,62,201,2,2,1,3,0,3
5,3,21,2588,3,3,1,3,1,5
3,3,27,782,4,1,0,4,1,5
1,2,36,1416,5,1,1,3,1,5
5,5,37,746,4,1,1,3,0,3
0,5,55,349,1,3,1,4,1,1
2,2,68,920,4,3,1,5,0,5
3,3,9,300,2,4,1,3,0,3
4,4,47,903,5,4,1,1,0,1
4,5,50,3616,5,4,1,5,1,4
1,5,50,3100,3,5,1,4,1,3
3,3,64,3399,3,2,1,3,1,3
3,3,35,304,2,4,1,1,0,1
2,2,53,1744,4,3,1,2,1,2
2,4,42,849,2,1,1,3,1,2
4,5,11,370,4,5,1,5,0,2
3,2,36,2704,2,4,1,4,0,1
1,1,25,692,3,2,1,1,1,1
4,5,11,507,4,5,1,3,0,3
3,3,16,838,3,2,0,2,1,2
3,5,46,2409,3,4,1,1,1,3
4,3,40,599,5,3,0,5,1,5
2,5,25,3048,4,3,1,5,1,5
4,5,50,978,4,4,1,5,0,5
5,4,53,1012,5,4,1,4,1,5
2,1,70,546,5,4,1,5,0,5
2,1,25,1244,5,3,0,3,1,3
3,5,36,812,1,3,1,4,1,1
4,4,24,1727,5,5,0,4,1,4
3,3,26,744,3,1,1,4,1,3
4,4,38,337,2,1,1,4,1,4
1,3,24,1011,4,5,1,3,1,3
4,4,38,1121,5,4,1,4,1,4
5,3,31,451,4,3,1,3,1,3
3,3,55,2338,4,1,1,5,0,5
3,3,29,331,5,4,1,4,0,4
4,4,54,1005,5,5,1,1,0,1
2,5,51,3935,3,3,1,4,1,3
2,2,13,1136,5,4,1,3,0,3
4,4,54,3149,4,1,1,3,1,4
4,5,52,3227,4,3,1,4,1,4
2,4,25,1448,4,3,1,4,1,4
5,4,56,3194,5,4,1,3,1,5
0,0,24,675,5,5,0,2,1,2
2,4,46,257,3,1,1,3,0,3
2,3,42,646,2,4,1,3,1,2
1,3,37,528,1,1,1,4,0,1
3,3,22,812,4,3,0,3,1,5
2,4,50,432,2,2,1,3,0,3
5,5,59,1174,3,5,1,4,1,4
1,3,57,383,4,4,1,3,0,4
2,2,30,602,3,4,1,2,1,2
2,2,27,140,2,4,0,3,1,5
1,1,15,1608,2,2,1,1,0,1
2,2,15,679,5,3,1,3,0,3
1,2,66,315,1,1,1,3,1,1
3,3,24,954,3,1,1,1,1,3
2,2,50,2342,2,4,1,1,1,1
2,2,33,406,4,3,1,5,0,5
2,5,32,2153,4,3,1,5,1,5
4,1,24,604,5,1,0,1,1,4
5,2,45,2960,3,4,1,4,1,3
2,5,66,328,3,4,1,4,0,2
3,4,46,1068,4,5,1,5,1,4
4,5,49,646,5,5,1,5,1,3
2,2,40,1598,4,4,1,2,1,2
3,3,20,528,5,3,1,2,0,3
5,4,60,689,1,4,1,4,0,1
4,4,47,1187,5,4,1,5,1,5
2,2,19,1717,4,2,1,2,1,2
2,5,55,1464,5,3,1,5,1,5
1,4,29,692,2,3,1,4,1,4
2,1,41,496,4,3,1,1,1,4
1,1,15,3580,3,4,1,1,1,1
1,3,60,2174,1,3,1,2,1,1
1,5,25,3933,5,3,1,5,1,5
4,5,65,432,3,4,1,5,0,3
0,2,32,1706,4,5,1,2,1,2
3,5,66,563,1,4,1,5,0,2
3,2,35,3212,3,2,1,3,1,3
1,1,37,668,3,1,0,2,1,2
3,3,62,369,3,1,1,3,1,3
2,4,57,321,2,2,1,3,0,2
1,1,32,2556,1,1,1,1,1,2
5,3,53,1597,4,5,1,4,1,4
2,2,26,488,5,4,0,4,1,4
5,5,19,934,5,1,0,5,1,5
2,5,55,719,2,4,1,4,0,2
2,5,24,3326,1,2,1,5,1,5
4,4,23,328,4,2,0,1,1,4
2,2,16,447,4,2,1,4,0,4
3,4,30,3754,5,4,1,4,1,4
1,5,41,337,5,5,1,5,1,5
4,2,47,1185,4,5,1,4,1,4
3,5,43,2169,5,4,1,4,1,5
1,1,36,143,4,3,1,1,1,1
2,2,26,102,4,3,1,1,0,1
3,2,60,227,5,1,1,4,1,5
2,2,49,697,3,1,0,4,1,4
2,4,48,949,5,4,1,5,1,5
4,4,45,1864,4,5,1,5,1,4
2,4,30,3470,4,4,1,4,1,4
3,4,43,369,2,3,1,5,1,2
3,5,41,2733,1,5,1,5,1,5
0,0,17,130,4,4,0,5,1,5
2,3,50,2574,2,4,1,4,1,2
1,1,31,2711,4,4,1,1,1,1
1,4,41,3092,4,5,1,4,1,4
2,4,50,991,2,2,1,3,1,2
5,4,44,2219,5,3,1,5,1,5
2,2,49,334,3,1,1,2,1,2
2,2,22,599,5,5,0,3,1,3
2,5,65,990,1,4,1,4,0,1
1,3,23,577,3,4,1,3,1,3
3,3,55,423,3,4,1,1,0,1
1,5,54,2741,5,5,1,4,1,5
3,4,68,516,4,5,1,4,0,4
2,2,12,931,4,3,1,2,0,2
4,3,12,599,4,2,1,1,0,5
1,2,17,396,3,1,1,1,1,1
4,5,52,2332,5,5,1,5,1,5
1,4,49,1535,4,5,1,5,1,4
3,3,19,1460,5,3,1,3,0,3
3,3,29,2537,5,5,1,4,1,4
4,4,51,2454,5,3,1,5,1,5
1,4,52,453,3,3,1,4,0,3
3,3,31,261,4,4,1,1,0,1
5,5,51,3947,4,5,1,4,1,4
1,1,38,240,4,4,1,1,0,1
2,2,47,248,4,4,1,5,0,5
3,3,54,240,4,3,0,2,1,4
3,4,54,1649,4,3,1,4,1,4
4,4,29,3726,5,4,1,4,1,4
4,4,40,606,4,2,1,4,1,4
4,4,22,1166,5,4,0,4,1,4
2,4,42,1363,2,3,1,4,1,2
2,3,23,1440,3,4,1,1,1,2
1,5,43,2369,4,4,1,5,1,4
0,0,8,102,4,3,1,1,0,1
3,4,60,3173,5,3,1,4,1,4
3,5,41,2115,5,4,1,5,1,5
2,2,39,126,1,4,1,2,1,2
4,3,22,453,1,3,0,1,1,1
4,4,39,2556,3,1,0,3,1,3
1,1,51,234,3,2,1,1,1,1
1,2,27,1452,2,2,1,2,1,2
5,5,30,925,4,1,0,3,1,3
3,4,56,909,3,2,1,4,1,3
1,2,49,3889,1,4,1,2,1,1
3,2,40,261,4,1,0,2,1,2
2,5,54,312,5,5,1,4,1,5
2,2,48,84,5,5,1,5,0,5
5,5,54,285,4,4,1,4,1,4
3,3,62,446,5,2,1,2,1,5
4,4,49,1723,4,5,1,4,1,4
2,3,20,990,3,4,1,2,1,2
1,3,62,1188,5,4,1,2,0,5
5,5,61,109,2,2,1,5,1,5
3,4,52,2471,5,3,1,5,1,5
4,4,44,842,5,3,1,4,0,5
3,4,54,361,4,5,1,4,1,4
1,1,22,414,3,4,1,2,0,2
5,5,18,2248,3,5,1,3,1,5
3,5,36,89,3,2,1,4,1,5
5,5,24,333,5,4,0,5,1,5
4,4,22,395,4,2,1,2,1,4
1,1,66,997,3,3,1,5,0,3
4,5,50,337,3,4,1,5,0,3
1,5,49,3455,4,4,1,4,1,4
2,2,41,531,4,4,1,1,0,1
1,1,50,2002,5,1,1,1,1,5
1,1,44,1303,4,4,0,2,1,2
5,4,46,1590,4,3,1,4,1,4
3,3,18,2588,4,2,1,3,0,3
3,1,26,578,1,1,0,1,1,1
5,5,23,432,5,5,0,5,1,5
3,3,48,304,4,4,1,3,1,3
4,4,51,2128,4,3,1,5,1,4
2,2,32,1747,3,3,1,1,0,1
2,2,38,3445,2,1,1,2,1,2
3,5,47,980,5,3,1,5,0,5
1,1,28,612,5,5,0,5,1,5
2,2,64,2227,4,2,1,2,1,4
2,2,49,2704,5,2,1,2,0,5
2,4,28,1975,4,3,1,4,1,4
4,4,32,612,3,1,1,4,1,4
2,2,62,3937,2,3,1,2,1,2
3,5,45,1504,5,4,1,4,1,5
4,4,50,3503,4,4,1,4,1,4
4,4,45,451,1,5,1,4,1,4
3,5,59,1877,3,5,1,1,1,5
4,4,14,819,5,4,1,5,0,4
3,3,26,101,3,1,0,5,1,5
3,2,25,1274,2,2,0,2,1,2
5,4,59,1357,4,3,1,5,1,4
3,3,17,342,2,1,1,3,0,3
3,5,41,616,4,4,1,4,1,4
2,3,69,594,5,2,1,3,0,2
3,3,39,282,2,4,0,3,1,4
3,4,52,787,5,5,1,5,1,5
5,4,33,2621,5,3,1,4,1,4
1,5,23,1535,5,5,1,5,1,5
4,4,40,2586,5,4,1,4,1,4
4,4,61,2402,3,3,1,5,0,5
2,2,16,296,4,3,1,5,0,5
1,1,42,928,3,4,1,2,0,3
4,5,48,1096,5,3,1,1,0,5
1,4,56,1491,1,3,1,3,1,1
3,4,36,299,3,4,0,5,1,5
2,2,20,806,5,5,0,4,1,4
4,5,39,931,4,5,1,4,0,4
4,4,25,2381,3,5,0,5,1,5
2,5,56,469,5,5,1,5,1,5
